Symbol,Name
03317U.TW,上品元富27售02
033180.TW,和鑫國票28購01
033181.TW,和鑫國票29購01
033182.TW,嘉聯益國票28購01
033183.TW,統一實國票28購01
033184.TW,臺指反群益29購01
033185.TW,光罩群益2A購01
033186.TW,立積群益27購01
033187.TW,力智群益27購01
033188.TW,聯電康和27購02
033189.TW,宏達電康和27購02
03318P.TW,中砂元大26售02
03318U.TW,南電元富27售01
033190.TW,聯詠康和29購01
033191.TW,欣興康和27購03
033192.TW,亞聚永豐29購01
033193.TW,東鋼永豐29購01
033194.TW,致茂永豐29購01
033195.TW,技嘉永豐28購01
033196.TW,宏盛永豐29購01
033197.TW,台航永豐28購01
033198.TW,神基永豐29購01
033199.TW,大立光永豐27購02
03319U.TW,富邦媒元富27售02
033200.TW,康普永豐28購01
033201.TW,矽格永豐28購01
033202.TW,至上永豐29購01
033203.TW,振樺電永豐29購01
033204.TW,鴻海兆豐29購02
033205.TW,富邦媒兆豐29購01
033206.TW,聯電台新27購01
033207.TW,欣興台新27購01
033208.TW,國企2X凱基29購01
033209.TW,元油反凱基29購01
03320U.TW,世紀鋼元富27售01
033210.TW,元油反凱基2B購01
033211.TW,FB台半凱基29購01
033212.TW,FB台半凱基2A購01
033213.TW,亞泥凱基27購01
033214.TW,亞聚凱基29購01
033215.TW,東陽凱基27購01
033216.TW,東鋼凱基29購01
033217.TW,鴻海凱基27購06
033218.TW,廣宇凱基27購02
033219.TW,致茂凱基29購01
03321U.TW,長興麥證27售02
033220.TW,仲琦凱基29購01
033221.TW,漢翔凱基2B購01
033222.TW,美食凱基27購02
033223.TW,建漢凱基29購01
033224.TW,晶心科凱基27購03
033225.TW,上証2X元大28購02
033226.TW,元油反元大2A購01
033227.TW,台灣5G元大2B購01
033228.TW,華新元大27購03
033229.TW,鴻海元大2A購11
03322U.TW,矽格麥證27售02
033230.TW,宏達電元大27購02
033231.TW,長榮元大2A購10
033232.TW,陽明元大27購03
033233.TW,萬海元大27購03
033234.TW,長榮航元大27購06
033235.TW,晶華元大27購01
033236.TW,晶華元大27購02
033237.TW,晶華元大27購03
033238.TW,美食元大27購02
033239.TW,聯詠元大27購03
03323P.TW,敦泰元大27售01
03323U.TW,台灣50永豐28售01
033240.TW,貿聯元大27購01
033241.TW,富鼎元大27購02
033242.TW,電子類元大2A購03
033243.TW,電子類元大2A購04
033244.TW,金融類元大2A購03
033245.TW,金融類元大2A購04
033246.TW,SGBR2X中信2A購01
033247.TW,長榮中信29購01
033248.TW,臺股指中信2B購05
033249.TW,東陽國泰29購01
03324U.TW,國泰金永豐27售02
033250.TW,華城國泰29購01
033251.TW,華通國泰29購01
033252.TW,美食國泰29購01
033253.TW,晶心科國泰29購01
033254.TW,聯電富邦2A購02
033255.TW,鴻海富邦2A購02
033256.TW,群創富邦2A購01
033257.TW,台灣50元富27購02
033258.TW,鴻海元富27購03
033259.TW,鴻海元富27購04
03325U.TW,台積電統一29售04
033260.TW,鴻海元富27購05
033261.TW,鴻海元富2A購01
033262.TW,台積電元富27購27
033263.TW,台積電元富2A購02
033264.TW,神基元富28購01
033265.TW,康普元富2A購01
033266.TW,長興麥證27購01
033267.TW,台積電麥證27購09
033268.TW,宏盛麥證27購01
033269.TW,威健麥證27購01
03326P.TW,SGBR2X凱基28售07
03326U.TW,儒鴻凱基28售04
033270.TW,矽格麥證27購01
033271.TW,臺股指麥證27購08
033272.TW,臺指反永豐29購01
033273.TW,東陽永豐28購01
033274.TW,台積電統一31購02
033275.TW,台積電統一37購02
033276.TW,長榮統一37購01
033277.TW,長榮航統一2B購01
033278.TW,欣興統一2A購01
033279.TW,欣興統一2C購01
03327U.TW,台達電凱基27售02
033280.TW,健策統一2A購01
033281.TW,AES統一29購01
033282.TW,SP黃豆凱基2B購01
033283.TW,儒鴻凱基28購03
033284.TW,神隆凱基28購02
033285.TW,技嘉凱基27購04
033286.TW,聯發科凱基27購08
033287.TW,神基凱基28購01
033288.TW,大立光凱基27購11
033289.TW,和鑫凱基29購01
03328U.TW,萬海凱基27售07
033290.TW,碩天凱基29購01
033291.TW,世芯凱基27購06
033292.TW,世芯凱基2A購01
033293.TW,貿聯凱基27購03
033294.TW,貿聯凱基2B購01
033295.TW,晶心科凱基29購01
033296.TW,嘉基凱基28購01
033297.TW,南電凱基27購05
033298.TW,亞聚元富27購01
033299.TW,華新元富2A購01
03329U.TW,長榮航凱基27售03
033300.TW,長興元富27購01
033301.TW,美食元富2A購02
033302.TW,美食元富2A購03
033303.TW,世紀鋼元富2A購01
033304.TW,儒鴻麥證27購01
033305.TW,正新麥證27購01
033306.TW,聯邦銀麥證27購01
033307.TW,臺指反國泰29購01
033308.TW,聯電國泰29購01
033309.TW,聯發科國泰29購01
03330U.TW,晶豪科凱基27售02
033310.TW,聯發科國泰29購02
033311.TW,陽明國泰29購01
033312.TW,長榮航國泰29購01
033313.TW,矽力國泰29購01
033314.TW,晶碩國泰29購01
033315.TW,金像電富邦29購01
033316.TW,威盛富邦2B購01
033317.TW,華航富邦2A購01
033318.TW,凌陽國票28購01
033319.TW,宏達電國票28購03
03331U.TW,貿聯凱基28售01
033320.TW,欣陸國票28購01
033321.TW,眾達國票28購01
033322.TW,友達法興27購01
033323.TW,華航法興27購01
033324.TW,長榮航法興27購01
033325.TW,富邦金法興27購01
033326.TW,台表科法興27購01
033327.TW,富邦媒法興27購01
033328.TW,NASDAQ元大28購02
033329.TW,FBNQ2X元大28購02
03332U.TW,元晶凱基28售01
033330.TW,FBNQ反元大28購03
033331.TW,華新元大2A購11
033332.TW,鴻海元大2A購12
033333.TW,廣宇元大27購02
033334.TW,宏達電元大27購03
033335.TW,宏達電元大27購04
033336.TW,宏達電元大29購01
033337.TW,陽明元大27購04
033338.TW,華航元大27購04
033339.TW,美食元大27購03
03333U.TW,台灣50元富27售03
033340.TW,聯詠元大27購04
033341.TW,上緯控元大27購01
033342.TW,天鈺元大27購02
033343.TW,矽力元大27購01
033344.TW,穎崴元大27購01
033345.TW,臺股指元大2A購32
033346.TW,臺股指元大2A購33
033347.TW,臺股指元大2A購34
033348.TW,臺股指元大2B購10
033349.TW,臺股指元大2B購11
03334U.TW,美食元富27售01
033350.TW,台灣50群益27購03
033351.TW,台灣50群益27購04
033352.TW,FBNQ反群益29購01
033353.TW,元油反群益29購01
033354.TW,堤維西群益27購01
033355.TW,中鴻群益27購02
033356.TW,聯電群益27購02
033357.TW,華通群益27購01
033358.TW,國巨群益27購01
033359.TW,南亞科群益27購01
03335U.TW,儒鴻麥證28售01
033360.TW,南亞科群益27購02
033361.TW,友達群益27購05
033362.TW,聯發科群益27購08
033363.TW,聯發科群益28購02
033364.TW,全新群益27購01
033365.TW,義隆群益28購01
033366.TW,華航群益27購01
033367.TW,萬海群益27購01
033368.TW,台航群益27購01
033369.TW,慧洋群益27購02
03336U.TW,致茂麥證27售01
033370.TW,美食群益27購01
033371.TW,八方群益27購01
033372.TW,欣興群益27購01
033373.TW,景碩群益27購01
033374.TW,玉晶光群益27購01
033375.TW,華擎群益27購01
033376.TW,瑞鼎群益27購01
033377.TW,康舒群益27購01
033378.TW,緯穎群益27購01
033379.TW,力積電群益27購01
03337U.TW,健策麥證27售01
033380.TW,南電群益27購02
033381.TW,富鼎群益27購01
033382.TW,東哥群益27購01
033383.TW,泰山國票27購01
033384.TW,華夏國票28購01
033385.TW,生達國票27購01
033386.TW,台玻國票28購01
033387.TW,中航國票28購01
033388.TW,美食國票28購01
033389.TW,永信國票27購01
03338U.TW,大聯大麥證27售01
033390.TW,力成國票28購01
033391.TW,采鈺國票27購01
033392.TW,日友國票27購01
033393.TW,天鈺兆豐28購01
033394.TW,樺漢兆豐27購01
033395.TW,生達統一29購01
033396.TW,生達統一2B購01
033397.TW,生達統一2C購01
033398.TW,聯發科統一2B購02
033399.TW,聯發科統一2B購03
03339U.TW,台積電國泰29售01
033400.TW,萬海統一28購01
033401.TW,欣興統一28購01
033402.TW,南電統一2B購01
033403.TW,泰山永豐27購01
033404.TW,華夏永豐28購01
033405.TW,名軒永豐27購01
033406.TW,葡萄王永豐27購01
033407.TW,生達永豐28購01
033408.TW,生達永豐29購01
033409.TW,第一銅永豐27購01
03340P.TW,鴻海凱基27售02
03340U.TW,智原國泰29售01
033410.TW,長榮鋼永豐28購01
033411.TW,聯強永豐27購01
033412.TW,金像電永豐27購01
033413.TW,正崴永豐27購01
033414.TW,南亞科永豐27購01
033415.TW,建準永豐27購01
033416.TW,超豐永豐27購01
033417.TW,聯陽永豐27購01
033418.TW,威強電永豐27購01
033419.TW,台勝科永豐27購01
03341U.TW,裕隆國票28售01
033420.TW,永信永豐27購01
033421.TW,麗豐永豐27購01
033422.TW,廣越永豐28購01
033423.TW,祥碩永豐27購01
033424.TW,上海銀永豐27購01
033425.TW,盛群永豐27購01
033426.TW,力成永豐27購01
033427.TW,啟碁永豐28購02
033428.TW,力智永豐28購01
033429.TW,AES永豐27購03
03342U.TW,八方國票28售01
033430.TW,采鈺永豐29購01
033431.TW,采鈺永豐29購02
033432.TW,矽創永豐27購01
033433.TW,南電永豐27購02
033434.TW,明基材永豐28購01
033435.TW,日友永豐28購01
033436.TW,百和永豐27購01
033437.TW,上証2X凱基2A購02
033438.TW,泰山凱基27購01
033439.TW,華夏凱基27購01
03343U.TW,玉晶光國票29售01
033440.TW,台達化凱基27購01
033441.TW,亞力凱基27購01
033442.TW,葡萄王凱基27購01
033443.TW,葡萄王凱基28購01
033444.TW,生達凱基27購01
033445.TW,生達凱基28購01
033446.TW,台玻凱基27購01
033447.TW,正崴凱基27購01
033448.TW,超豐凱基27購01
033449.TW,長榮凱基27購12
03344U.TW,晶心科國票29售02
033450.TW,兆豐金凱基27購01
033451.TW,永信凱基27購01
033452.TW,麗豐凱基27購01
033453.TW,亞翔凱基27購01
033454.TW,帆宣凱基27購02
033455.TW,力成凱基27購01
033456.TW,訊芯凱基27購01
033457.TW,采鈺凱基27購01
033458.TW,采鈺凱基28購01
033459.TW,日友凱基27購01
03345U.TW,晶心科國票2A售01
033460.TW,臺股指凱基28購03
033461.TW,臺股指凱基28購04
033462.TW,臺股指凱基29購27
033463.TW,臺股指凱基2B購03
033464.TW,臺股指凱基2B購04
033465.TW,華夏群益27購01
033466.TW,東陽群益27購01
033467.TW,興農群益28購01
033468.TW,生達群益27購01
033469.TW,台達電群益28購01
03346U.TW,旺宏元大27售01
033470.TW,鴻海群益27購03
033471.TW,鴻海群益27購04
033472.TW,聯強群益27購01
033473.TW,仲琦群益28購01
033474.TW,強茂群益28購01
033475.TW,華新科群益28購01
033476.TW,美食群益27購02
033477.TW,亞光群益28購01
033478.TW,群創群益28購01
033479.TW,貿聯群益27購01
03347U.TW,金像電元大27售03
033480.TW,永信群益27購01
033481.TW,富采群益28購01
033482.TW,麗豐群益29購01
033483.TW,拓凱群益27購01
033484.TW,彩晶群益28購01
033485.TW,台郡群益27購01
033486.TW,啟碁群益27購01
033487.TW,宏全群益28購01
033488.TW,泰山中信27購01
033489.TW,華夏中信27購01
03348U.TW,聯發科元大27售11
033490.TW,葡萄王中信27購01
033491.TW,台玻中信27購01
033492.TW,聯強中信27購01
033493.TW,建準中信27購01
033494.TW,聯陽中信27購01
033495.TW,瑞鼎中信28購01
033496.TW,麗豐中信27購01
033497.TW,廣越中信27購01
033498.TW,天鈺中信27購02
033499.TW,力成中信27購01
03349U.TW,晶豪科元大27售01
033500.TW,日友中信27購01
033501.TW,生達國泰29購01
033502.TW,聯電國泰29購02
033503.TW,鴻海國泰29購01
033504.TW,上証2X元大29購01
033505.TW,滬深2X元大2A購03
033506.TW,泰山元大27購01
033507.TW,葡萄王元大27購01
033508.TW,生達元大27購01
033509.TW,中鋼元大27購01
03350U.TW,材料元大27售01
033510.TW,鴻海元大2A購13
033511.TW,超豐元大27購01
033512.TW,陽明元大2A購03
033513.TW,華航元大27購05
033514.TW,萬海元大27購04
033515.TW,長榮航元大2A購02
033516.TW,晶華元大27購04
033517.TW,國泰金元大27購03
033518.TW,聯詠元大27購05
033519.TW,聯詠元大27購06
03351U.TW,天鈺元大27售03
033520.TW,聯詠元大29購02
033521.TW,永信元大27購01
033522.TW,麗豐元大27購01
033523.TW,上海銀元大27購01
033524.TW,亞翔元大27購01
033525.TW,力成元大27購01
033526.TW,矽力元大27購02
033527.TW,元晶元大29購01
033528.TW,訊芯元大27購01
033529.TW,采鈺元大27購01
03352U.TW,臺股指元大2A售35
033530.TW,日友元大27購01
033531.TW,百和元大27購01
033532.TW,元油反元富27購01
033533.TW,名軒元富2A購01
033534.TW,葡萄王元富2A購01
033535.TW,生達元富27購01
033536.TW,生達元富2A購01
033537.TW,長榮鋼元富27購01
033538.TW,麗豐元富2A購01
033539.TW,采鈺元富27購01
03353U.TW,臺股指元大2A售36
033540.TW,采鈺元富2A購01
033541.TW,日友元富27購01
033542.TW,日友元富2A購01
033543.TW,華夏麥證27購01
033544.TW,美食麥證27購02
033545.TW,永信麥證27購01
033546.TW,國光生麥證28購01
033547.TW,道瓊反富邦2B購01
033548.TW,泰山富邦29購01
033549.TW,華夏富邦27購01
03354P.TW,長榮元富29售01
03354U.TW,臺股指元大2A售37
033550.TW,名軒富邦27購01
033551.TW,正崴富邦28購01
033552.TW,威強電富邦27購01
033553.TW,永信富邦29購01
033554.TW,麗豐富邦27購01
033555.TW,南電富邦29購01
033556.TW,日友富邦28購01
033557.TW,元油反國票27購02
033558.TW,大亞國票28購01
033559.TW,鴻海國票28購02
03355U.TW,臺股指元大2B售12
033560.TW,明泰國票28購01
033561.TW,合勤控國票28購01
033562.TW,晶碩國票28購01
033563.TW,生達統一29購02
033564.TW,聯詠統一29購01
033565.TW,聯詠統一2B購01
033566.TW,欣興統一2A購02
033567.TW,玉晶光統一28購02
033568.TW,永信統一29購01
033569.TW,麗豐統一29購01
03356U.TW,臺股指元大2B售13
033570.TW,麗豐統一29購02
033571.TW,鴻海康和27購01
033572.TW,友達康和28購02
033573.TW,聯詠康和27購01
033574.TW,敦泰康和27購01
033575.TW,天鈺康和27購01
033576.TW,大亞永豐28購01
033577.TW,長榮永豐28購02
033578.TW,聯詠永豐27購01
033579.TW,欣興永豐28購01
03357P.TW,長榮航麥證26售01
03357U.TW,台灣50群益27售05
033580.TW,明泰永豐27購02
033581.TW,中磊永豐28購01
033582.TW,富邦媒永豐28購01
033583.TW,中砂元大27購02
033584.TW,新光鋼元大27購01
033585.TW,鴻海元大27購02
033586.TW,鴻海元大29購05
033587.TW,鴻海元大2A購14
033588.TW,廣宇元大27購03
033589.TW,旺宏元大27購02
03358U.TW,FBNQ2X群益29售01
033590.TW,長榮元大2A購11
033591.TW,陽明元大2A購04
033592.TW,華航元大27購06
033593.TW,萬海元大27購05
033594.TW,長榮航元大2A購03
033595.TW,美食元大27購04
033596.TW,國泰金元大27購04
033597.TW,聯詠元大27購07
033598.TW,聯詠元大27購08
033599.TW,聯詠元大29購03
03359U.TW,台積電群益27售12
033600.TW,健策元大27購01
033601.TW,貿聯元大27購02
033602.TW,上品元大27購01
033603.TW,矽力元大27購03
033604.TW,富鼎元大27購03
033605.TW,T50反1元富2A購01
033606.TW,臺指反元富27購01
033607.TW,華夏元富27購01
033608.TW,大亞元富27購01
033609.TW,生達元富31購01
03360U.TW,台積電群益27售13
033610.TW,金像電元富27購01
033611.TW,瑞鼎元富27購02
033612.TW,永信元富27購01
033613.TW,臻鼎元富27購01
033614.TW,華城國泰29購02
033615.TW,聯詠國泰29購01
033616.TW,世芯國泰29購01
033617.TW,世紀鋼國泰29購01
033618.TW,金像電中信28購01
033619.TW,友達中信2B購01
03361U.TW,台積電群益27售14
033620.TW,欣興中信27購04
033621.TW,玉晶光中信27購01
033622.TW,采鈺中信27購01
033623.TW,百和中信27購01
033624.TW,鴻海麥證27購03
033625.TW,台積電麥證28購08
033626.TW,台積電麥證2A購07
033627.TW,群創麥證2A購01
033628.TW,台灣50凱基28購09
033629.TW,台灣50凱基28購10
03362U.TW,聯發科群益27售09
033630.TW,台灣50凱基29購07
033631.TW,中鋼凱基27購02
033632.TW,仲琦凱基28購01
033633.TW,中航凱基28購01
033634.TW,美食凱基27購03
033635.TW,聯詠凱基29購01
033636.TW,上海銀凱基27購01
033637.TW,矽創凱基28購02
033638.TW,南電凱基2B購01
033639.TW,致新凱基27購01
03363U.TW,聯發科群益27售10
033640.TW,東哥凱基27購03
033641.TW,百和凱基27購01
033642.TW,滬深2X群益29購01
033643.TW,FBNQ反群益29購02
033644.TW,泰山群益27購01
033645.TW,名軒群益28購01
033646.TW,華新群益27購01
033647.TW,華新群益27購02
033648.TW,葡萄王群益27購01
033649.TW,生達群益29購01
03364P.TW,華航元大26售04
03364U.TW,聯發科群益27售11
033650.TW,台玻群益28購01
033651.TW,大成鋼群益27購01
033652.TW,裕隆群益28購02
033653.TW,聯電群益27購03
033654.TW,廣宇群益27購01
033655.TW,仲琦群益27購01
033656.TW,華航群益27購02
033657.TW,萬海群益27購02
033658.TW,晶華群益28購02
033659.TW,上緯控群益27購01
03365U.TW,長榮群益28售03
033660.TW,康普群益27購01
033661.TW,材料群益29購01
033662.TW,亞翔群益28購01
033663.TW,亞翔群益28購02
033664.TW,康舒群益28購01
033665.TW,愛普群益29購02
033666.TW,力積電群益27購02
033667.TW,采鈺群益27購01
033668.TW,日友群益28購01
033669.TW,富邦媒群益27購01
03366U.TW,長榮群益28售04
033670.TW,生達富邦28購01
033671.TW,台達電富邦2A購01
033672.TW,大立光富邦2B購01
033673.TW,采鈺富邦28購01
033674.TW,台灣50第一29購03
033675.TW,八方國票28購02
033676.TW,瑞鼎國票28購01
033677.TW,致伸康和27購01
033678.TW,矽創康和27購01
033679.TW,富邦媒康和27購01
03367U.TW,八方群益29售01
033680.TW,滬深2X永豐28購01
033681.TW,台泥永豐27購02
033682.TW,中興電永豐29購01
033683.TW,鴻海永豐27購01
033684.TW,宏碁永豐27購01
033685.TW,長榮永豐28購03
033686.TW,永信永豐28購01
033687.TW,樺漢永豐28購01
033688.TW,緯穎永豐27購01
033689.TW,名軒中信27購01
03368U.TW,上品群益27售01
033690.TW,中興電中信29購01
033691.TW,生達中信27購01
033692.TW,永信中信27購01
033693.TW,帆宣中信27購01
033694.TW,啟碁中信27購01
033695.TW,世紀鋼中信29購01
033696.TW,滬深2X凱基29購01
033697.TW,滬深2X凱基2C購01
033698.TW,SGBR2X凱基28購09
033699.TW,東陽凱基27購02
03369U.TW,臺股指群益27售01
033700.TW,華新凱基28購02
033701.TW,大亞凱基28購01
033702.TW,鴻海凱基28購02
033703.TW,陽明凱基2A購02
033704.TW,華航凱基29購01
033705.TW,創意凱基27購06
033706.TW,上緯控凱基27購02
033707.TW,材料凱基29購01
033708.TW,矽力凱基27購03
033709.TW,富邦媒凱基27購03
03370U.TW,臺股指群益29售07
033710.TW,電子類凱基2A購03
033711.TW,中興電統一29購01
033712.TW,鴻海統一2A購01
033713.TW,鴻海統一2B購01
033714.TW,鴻海統一37購02
033715.TW,宏達電統一29購01
033716.TW,長榮統一2B購02
033717.TW,永信統一2B購01
033718.TW,麗豐統一2B購01
033719.TW,富邦媒統一2B購01
03371U.TW,臺股指群益29售08
033720.TW,T50反1兆豐34購01
033721.TW,鴻海兆豐2A購02
033722.TW,漢翔兆豐29購01
033723.TW,葡萄王台新27購01
033724.TW,國巨富邦29購01
033725.TW,華航富邦2A購02
033726.TW,敦泰富邦2A購01
033727.TW,鈺齊富邦29購01
033728.TW,世紀鋼富邦29購01
033729.TW,上証2X群益28購01
03372U.TW,臺股指群益29售09
033730.TW,台灣5G群益2B購01
033731.TW,FB台半群益2B購01
033732.TW,智能車群益29購01
033733.TW,中興電群益28購01
033734.TW,華新群益27購03
033735.TW,華新群益27購04
033736.TW,大亞群益27購01
033737.TW,台積電群益29購02
033738.TW,友達群益28購02
033739.TW,友達群益29購01
03373U.TW,富鼎國票28售01
033740.TW,聯發科群益28購03
033741.TW,長榮群益27購05
033742.TW,陽明群益27購02
033743.TW,聯詠群益27購02
033744.TW,聯詠群益27購03
033745.TW,聯詠群益27購04
033746.TW,合勤控群益28購01
033747.TW,國光生群益27購01
033748.TW,康普群益27購02
033749.TW,愛普群益29購03
03374U.TW,台積電統一27售05
033750.TW,AES群益27購02
033751.TW,東哥群益27購03
033752.TW,T50反1元富2A購02
033753.TW,中石化元富27購01
033754.TW,中華元富27購01
033755.TW,鴻海元富27購09
033756.TW,台積電元富27購28
033757.TW,聯詠元富27購02
033758.TW,晶心科元富27購02
033759.TW,富鼎元富28購01
03375U.TW,陽明永豐27售01
033760.TW,富邦媒元富2A購01
033761.TW,裕隆麥證27購03
033762.TW,美食麥證29購01
033763.TW,東陽元大27購01
033764.TW,華新元大27購06
033765.TW,華新元大29購05
033766.TW,大成鋼元大27購02
033767.TW,中華元大27購01
033768.TW,鴻海元大27購03
033769.TW,鴻海元大29購06
03376P.TW,萬海凱基27售03
03376U.TW,聚陽凱基27售01
033770.TW,鴻海元大2A購15
033771.TW,長榮元大27購13
033772.TW,長榮元大29購01
033773.TW,長榮元大2A購12
033774.TW,陽明元大27購05
033775.TW,陽明元大29購05
033776.TW,華航元大27購07
033777.TW,萬海元大27購06
033778.TW,長榮航元大27購07
033779.TW,美食元大27購05
03377U.TW,光罩凱基27售04
033780.TW,瑞鼎元大27購01
033781.TW,立積元大27購04
033782.TW,南電元大27購05
033783.TW,敦泰國票28購01
033784.TW,台耀國票28購01
033785.TW,全訊國票28購01
033786.TW,SP黃豆永豐28購01
033787.TW,華新永豐27購02
033788.TW,寶齡永豐28購01
033789.TW,寶齡永豐29購01
03378P.TW,台灣50富邦26售02
03378U.TW,聯發科凱基27售09
033790.TW,裕隆永豐28購01
033791.TW,智邦永豐28購01
033792.TW,天鈺永豐29購01
033793.TW,嘉聯益永豐28購01
033794.TW,采鈺永豐28購01
033795.TW,鈺齊永豐28購01
033796.TW,台積電麥證27購10
033797.TW,台積電麥證29購04
033798.TW,南電麥證27購01
033799.TW,中砂兆豐29購01
03379P.TW,長榮第一27售01
03379U.TW,天鈺凱基27售04
033800.TW,大成鋼兆豐28購02
033801.TW,台積電兆豐2B購01
033802.TW,AES兆豐27購01
033803.TW,滬深2X統一27購01
033804.TW,寶齡統一2C購01
033805.TW,鴻海統一2B購02
033806.TW,國巨統一27購01
033807.TW,國巨統一2B購01
033808.TW,欣興統一2A購03
033809.TW,世芯統一28購02
03380U.TW,臺股指凱基29售28
033810.TW,南電統一28購01
033811.TW,南電統一29購02
033812.TW,中興電國泰29購01
033813.TW,國巨國泰29購01
033814.TW,創意國泰29購01
033815.TW,富邦媒國泰29購01
033816.TW,上証2X凱基2B購01
033817.TW,滬深2X凱基2A購08
033818.TW,滬深2X凱基2B購01
033819.TW,南亞凱基27購01
03381U.TW,臺股指凱基2B售05
033820.TW,名軒凱基28購01
033821.TW,寶齡凱基27購03
033822.TW,寶齡凱基28購03
033823.TW,寶齡凱基2A購01
033824.TW,川湖凱基27購01
033825.TW,國巨凱基27購03
033826.TW,國巨凱基29購01
033827.TW,台積電凱基29購03
033828.TW,台積電凱基29購04
033829.TW,長榮凱基27購14
03382U.TW,臺股指凱基2C售07
033830.TW,第一金凱基27購01
033831.TW,欣興凱基2B購02
033832.TW,台耀凱基27購01
033833.TW,樺漢凱基27購03
033834.TW,緯穎凱基27購02
033835.TW,AES凱基27購01
033836.TW,采鈺凱基29購01
033837.TW,南電凱基2C購01
033838.TW,金融類凱基29購01
033839.TW,東陽康和27購01
03383U.TW,國巨群益27售02
033840.TW,中興電康和27購01
033841.TW,國巨康和28購01
033842.TW,智邦康和27購01
033843.TW,漢翔康和27購01
033844.TW,嘉澤康和27購01
033845.TW,聯合再康和27購01
033846.TW,合勤控康和27購01
033847.TW,中租康和27購01
033848.TW,同欣電康和27購01
033849.TW,東哥康和27購01
03384U.TW,強茂群益28售02
033850.TW,元石油群益29購01
033851.TW,香港反群益29購01
033852.TW,元日2X群益2B購01
033853.TW,台泥群益27購02
033854.TW,寶齡群益27購01
033855.TW,新光鋼群益28購01
033856.TW,聯電群益27購04
033857.TW,聯電群益27購05
033858.TW,華通群益27購02
033859.TW,威盛群益29購01
03385U.TW,欣興群益27售02
033860.TW,聯發科群益27購12
033861.TW,宏達電群益28購05
033862.TW,漢翔群益27購01
033863.TW,美食群益27購03
033864.TW,欣興群益27購03
033865.TW,華晶科群益27購01
033866.TW,玉晶光群益27購02
033867.TW,瑞鼎群益27購02
033868.TW,上緯控群益27購02
033869.TW,台耀群益27購01
03386U.TW,台郡群益27售02
033870.TW,新唐群益27購03
033871.TW,世紀鋼群益27購02
033872.TW,上証2X富邦29購01
033873.TW,寶齡富邦27購01
033874.TW,啟碁富邦29購01
033875.TW,香港反元大27購01
033876.TW,儲能元大27購01
033877.TW,儲能元大29購01
033878.TW,台泥元大27購01
033879.TW,中興電元大29購01
03387U.TW,南電群益27售03
033880.TW,華城元大27購01
033881.TW,寶齡元大28購03
033882.TW,寶齡元大29購01
033883.TW,鴻海元大27購04
033884.TW,鴻海元大28購01
033885.TW,鴻海元大29購07
033886.TW,技嘉元大27購01
033887.TW,長榮元大27購14
033888.TW,長榮元大28購07
033889.TW,長榮元大29購02
03388U.TW,東哥群益27售02
033890.TW,華航元大27購08
033891.TW,萬海元大28購02
033892.TW,長榮航元大28購01
033893.TW,美食元大28購01
033894.TW,聯詠元大28購01
033895.TW,聯詠元大29購04
033896.TW,台耀元大27購01
033897.TW,臻鼎元大27購01
033898.TW,晶碩元大27購01
033899.TW,富邦媒元大27購02
03389U.TW,世紀鋼群益27售01
033900.TW,鈺齊元大27購01
033901.TW,滬深2X元富2A購01
033902.TW,聚陽元富27購01
033903.TW,第一銅元富27購01
033904.TW,裕民元富27購01
033905.TW,嘉晶元富27購02
033906.TW,愛普元富27購02
033907.TW,聯發科第一27購01
033908.TW,道瓊反國票29購02
033909.TW,中興電國票28購01
03390U.TW,上証2X元大29售02
033910.TW,宏達電國票29購01
033911.TW,合勤控國票28購02
033912.TW,愛普國票27購02
033913.TW,采鈺國票27購02
033914.TW,天鈺康和27購02
033915.TW,啟碁康和28購01
033916.TW,上証2X永豐28購01
033917.TW,聯電永豐28購01
033918.TW,台達電永豐27購01
033919.TW,國巨永豐28購01
03391U.TW,滬深2X元大28售03
033920.TW,燿華永豐27購01
033921.TW,大立光永豐29購01
033922.TW,緯創永豐27購01
033923.TW,華擎永豐28購01
033924.TW,嘉澤永豐28購01
033925.TW,健策永豐28購01
033926.TW,矽力永豐28購01
033927.TW,穎崴永豐28購01
033928.TW,愛普永豐28購01
033929.TW,南電永豐27購03
03392U.TW,華新元大27售04
033930.TW,道瓊反凱基2A購03
033931.TW,寶齡凱基29購02
033932.TW,上銀凱基27購01
033933.TW,台達電凱基28購03
033934.TW,廣宇凱基27購03
033935.TW,台積電凱基29購05
033936.TW,智邦凱基27購03
033937.TW,瑞昱凱基28購01
033938.TW,友達凱基27購02
033939.TW,友達凱基28購02
03393U.TW,南亞科元大27售02
033940.TW,義隆凱基2A購01
033941.TW,美食凱基27購04
033942.TW,聯詠凱基27購07
033943.TW,群創凱基28購01
033944.TW,群創凱基29購02
033945.TW,敦泰凱基27購04
033946.TW,天鈺凱基29購01
033947.TW,矽力凱基27購04
033948.TW,愛普凱基27購01
033949.TW,愛普凱基28購01
03394U.TW,聯發科元大27售12
033950.TW,力智凱基27購01
033951.TW,力積電凱基27購02
033952.TW,臺股指凱基28購05
033953.TW,臺股指凱基2C購08
033954.TW,臺股指凱基2C購09
033955.TW,臺股指凱基2C購10
033956.TW,緯穎中信27購01
033957.TW,力智中信27購01
033958.TW,采鈺中信28購01
033959.TW,富邦媒中信27購01
03395U.TW,聯發科元大27售13
033960.TW,長榮富邦2A購02
033961.TW,緯穎富邦27購02
