Symbol,Name
040541.TW,建漢凱基2C購01
040542.TW,玉晶光凱基2B購01
040543.TW,和碩凱基2B購01
040544.TW,嘉聯益凱基2C購01
040545.TW,康舒凱基2B購02
040546.TW,啟碁凱基2C購02
040547.TW,愛普凱基2C購01
040548.TW,富鼎凱基2A購02
040549.TW,中砂群益2B購01
04054U.TW,鴻海凱基28售06
040550.TW,台亞群益2A購01
040551.TW,智邦群益2A購01
040552.TW,萬海群益2A購01
040553.TW,萬海群益2A購02
040554.TW,漢翔群益2A購01
040555.TW,漢翔群益2B購01
040556.TW,嘉澤群益2A購02
040557.TW,大聯大群益2A購01
040558.TW,立積群益2A購01
040559.TW,AES群益2B購02
04055P.TW,世芯國票26售03
04055U.TW,創意凱基28售04
040560.TW,鈺齊群益2B購01
040561.TW,新光鋼統一31購01
040562.TW,飛宏統一2A購01
040563.TW,奇鋐統一34購03
040564.TW,明泰統一2C購01
040565.TW,創意統一32購01
040566.TW,健策統一32購01
040567.TW,台積電台新2A購03
040568.TW,華城元大2A購01
040569.TW,中砂元大2C購01
04056U.TW,敦泰凱基28售02
040570.TW,美時元大2B購07
040571.TW,聯電元大2B購05
040572.TW,鴻海元大2B購18
040573.TW,鴻海元大2C購10
040574.TW,台積電元大2B購17
040575.TW,台積電元大2C購03
040576.TW,宏碁元大2A購02
040577.TW,英業達元大2C購01
040578.TW,建準元大2A購01
040579.TW,建準元大2C購01
04057U.TW,天鈺凱基28售02
040580.TW,聯發科元大2B購08
040581.TW,聯發科元大2C購05
040582.TW,聯發科元大31購01
040583.TW,宏達電元大2B購05
040584.TW,長榮元大2B購17
040585.TW,長榮元大2C購09
040586.TW,晶豪科元大2A購03
040587.TW,大立光元大2B購05
040588.TW,奇鋐元大2C購01
040589.TW,智原元大2B購04
04058P.TW,景碩康和26售01
04058U.TW,祥碩凱基28售01
040590.TW,欣興元大2B購11
040591.TW,景碩元大2C購01
040592.TW,景碩元大2C購02
040593.TW,玉晶光元大2B購01
040594.TW,台勝科元大2A購02
040595.TW,嘉澤元大2B購06
040596.TW,富采元大2A購01
040597.TW,新唐元大2B購01
040598.TW,新唐元大2C購01
040599.TW,帆宣元大2C購01
04059U.TW,矽力凱基28售02
040600.TW,緯穎元大2B購09
040601.TW,緯穎元大2B購10
040602.TW,AES元大2A購04
040603.TW,AES元大2C購01
040604.TW,南電元大2B購11
040605.TW,南電元大2C購05
040606.TW,台達化國票2B購01
040607.TW,八貫國票2A購02
040608.TW,八貫國票2A購03
040609.TW,八貫國票2C購01
04060P.TW,大立光元大26售12
04060U.TW,晶心科凱基28售04
040610.TW,台玻國票2C購01
040611.TW,長榮鋼國票2B購01
040612.TW,佳世達國票2B購01
040613.TW,群創國票2B購04
040614.TW,承業醫國票2B購02
040615.TW,元晶國票2C購02
040616.TW,AES國票2A購01
040617.TW,AES國票2B購01
040618.TW,T50反1國泰2C購01
040619.TW,裕隆國泰2C購01
04061P.TW,聯電凱基28售04
04061U.TW,台灣50國票28售06
040620.TW,金像電富邦33購01
040621.TW,大亞元富2A購01
040622.TW,金寶元富34購01
040623.TW,佳世達元富2A購01
040624.TW,佳世達元富31購01
040625.TW,飛宏元富2A購01
040626.TW,奇鋐元富31購02
040627.TW,創意元富31購01
040628.TW,健策元富2A購01
040629.TW,健策元富31購01
04062U.TW,台灣50國票29售02
040630.TW,富采元富2A購01
040631.TW,南亞麥證2A購01
040632.TW,名軒麥證2A購01
040633.TW,仁寶麥證2A購01
040634.TW,華碩麥證2A購01
040635.TW,美律麥證2B購01
040636.TW,可成麥證2A購01
040637.TW,興富發麥證2A購01
040638.TW,嘉晶麥證2A購01
040639.TW,奇鋐麥證2A購01
04063U.TW,台灣50國票29售03
040640.TW,樺漢麥證2C購01
040641.TW,GIS麥證2B購01
040642.TW,振樺電麥證2A購01
040643.TW,台積電法興2A購01
040644.TW,旺宏法興2A購01
040645.TW,長榮法興2A購01
040646.TW,富邦金法興2A購01
040647.TW,嘉澤法興2A購01
040648.TW,日月光法興2A購01
040649.TW,台表科法興2A購01
04064U.TW,滬深2X國票29售03
040650.TW,啟碁法興2A購01
040651.TW,力積電法興2A購01
040652.TW,南電法興2A購01
040653.TW,緯創中信2B購01
040654.TW,世芯中信32購01
040655.TW,啟碁中信2A購01
040656.TW,旺宏康和2A購01
040657.TW,世芯康和2A購01
040658.TW,世芯永豐31購01
040659.TW,世芯永豐32購01
04065U.TW,晶睿國票28售02
040660.TW,中磊永豐2C購01
040661.TW,啟碁永豐2B購01
040662.TW,富鼎永豐2C購01
040663.TW,緯創台新2A購01
040664.TW,長榮第一33購01
040665.TW,欣興第一34購01
040666.TW,亞泥凱基2C購01
040667.TW,中化凱基2C購01
040668.TW,允強凱基2C購01
040669.TW,國巨凱基2A購08
04066U.TW,晶睿國票29售01
040670.TW,華泰凱基2B購01
040671.TW,宏碁凱基2A購01
040672.TW,微星凱基2C購01
040673.TW,威盛凱基2B購05
040674.TW,全新凱基2A購01
040675.TW,興富發凱基2C購01
040676.TW,漢翔凱基2B購04
040677.TW,嘉晶凱基2C購01
040678.TW,緯創凱基31購01
040679.TW,世芯凱基2A購06
04067U.TW,日月光國票29售01
040680.TW,世芯凱基2A購07
040681.TW,世芯凱基2B購03
040682.TW,世芯凱基2B購04
040683.TW,世芯凱基32購01
040684.TW,大聯大凱基2C購01
040685.TW,承業醫凱基2A購05
040686.TW,智伸科凱基2C購01
040687.TW,瑞儀凱基2C購01
040688.TW,啟碁凱基2B購01
040689.TW,啟碁凱基2C購03
04068P.TW,東鹼凱基26售01
04068U.TW,立積國票29售01
040690.TW,愛普凱基2C購02
040691.TW,緯穎凱基2C購01
040692.TW,力智凱基2B購02
040693.TW,南茂凱基2C購01
040694.TW,大亞兆豐2C購01
040695.TW,健策兆豐2C購02
040696.TW,啟碁兆豐31購01
040697.TW,美時群益31購01
040698.TW,鴻海群益2B購02
040699.TW,華碩群益2A購03
04069P.TW,寶齡凱基28售02
04069U.TW,世紀鋼國票28售02
040700.TW,微星群益2C購01
040701.TW,潤泰全群益2C購01
040702.TW,力成群益2C購01
040703.TW,大亞統一2A購04
040704.TW,裕隆統一2C購02
040705.TW,宏碁統一32購01
040706.TW,微星統一2C購01
040707.TW,台光電統一32購01
040708.TW,南亞科統一2B購01
040709.TW,南亞科統一32購01
04070U.TW,臺股指國票28售12
040710.TW,全新統一32購01
040711.TW,世芯統一2C購04
040712.TW,世芯統一2C購05
040713.TW,世芯統一31購03
040714.TW,世芯統一32購04
040715.TW,世芯統一32購05
040716.TW,世芯統一32購06
040717.TW,世芯統一36購01
040718.TW,世芯統一36購02
040719.TW,富采統一32購01
04071U.TW,創意統一29售02
040720.TW,啟碁統一32購01
040721.TW,樺漢統一33購02
040722.TW,矽力統一2A購01
040723.TW,T50反1元富34購01
040724.TW,聚陽元富2A購01
040725.TW,為升元富31購01
040726.TW,精英元富2A購01
040727.TW,精英元富31購01
040728.TW,南亞科元富2C購02
040729.TW,晶豪科元富31購01
04072U.TW,創意國泰2A售03
040730.TW,大立光元富34購01
040731.TW,群創元富2A購01
040732.TW,世芯元富2A購01
040733.TW,啟碁元富31購01
040734.TW,台塑麥證2A購02
040735.TW,中興電麥證2A購01
040736.TW,華碩麥證31購01
040737.TW,緯創麥證2C購01
040738.TW,和碩麥證2B購01
040739.TW,台郡麥證2B購01
04073U.TW,創意國泰2A售04
040740.TW,穎崴麥證2A購01
040741.TW,中化國票2A購01
040742.TW,飛宏國票2B購01
040743.TW,美食國票2B購01
040744.TW,智原國票2B購01
040745.TW,晶睿國票2C購01
040746.TW,世芯國票2A購05
040747.TW,世芯國票2B購07
040748.TW,世芯國票2C購04
040749.TW,乙盛國票2B購01
04074P.TW,南亞科凱基29售01
04074U.TW,美費半群益2A售01
040750.TW,中磊國票2B購01
040751.TW,世芯國泰2C購01
040752.TW,元晶國泰2C購01
040753.TW,滬深2X元大2B購05
040754.TW,東陽元大2A購02
040755.TW,新光鋼元大2A購01
040756.TW,裕隆元大2B購02
040757.TW,聯電元大2B購06
040758.TW,台積電元大2B購18
040759.TW,台積電元大2C購04
04075P.TW,宏達電凱基27售01
04075U.TW,華新科群益29售01
040760.TW,台亞元大2A購02
040761.TW,宏碁元大2B購01
040762.TW,友達元大2B購07
040763.TW,宏達電元大2B購06
040764.TW,晶豪科元大2A購04
040765.TW,奇鋐元大2A購03
040766.TW,奇鋐元大2C購02
040767.TW,欣興元大2B購12
040768.TW,景碩元大2C購03
040769.TW,景碩元大2C購04
04076U.TW,晶睿群益28售02
040770.TW,緯創元大2B購02
040771.TW,緯創元大2C購01
040772.TW,玉晶光元大2B購02
040773.TW,世芯元大2A購09
040774.TW,世芯元大2B購01
040775.TW,世芯元大2B購02
040776.TW,大聯大元大2A購02
040777.TW,日月光元大2C購01
040778.TW,和碩元大2A購01
040779.TW,臻鼎元大2A購01
04077U.TW,世芯群益28售02
040780.TW,乙盛元大2A購01
040781.TW,乙盛元大2C購01
040782.TW,啟碁元大2B購02
040783.TW,GIS元大2A購01
040784.TW,愛普元大2B購02
040785.TW,緯穎元大2C購01
040786.TW,緯穎元大2C購02
040787.TW,威鋒電元大2A購01
040788.TW,威鋒電元大2C購01
040789.TW,AES元大2B購02
04078U.TW,威鋒電群益28售01
040790.TW,南電元大2B購12
040791.TW,世紀鋼元大2A購03
040792.TW,華邦電中信2A購01
040793.TW,佳世達中信2C購01
040794.TW,飛宏康和2A購01
040795.TW,陽明康和2A購01
040796.TW,中磊康和2A購01
040797.TW,啟碁康和2C購01
040798.TW,乙盛國票2B購02
040799.TW,力成國票2B購01
04079P.TW,上緯控凱基27售01
04079U.TW,臺股指群益2A售09
040800.TW,穎崴國票2B購01
040801.TW,南茂國票2B購01
040802.TW,光罩國泰2C購01
040803.TW,聯發科國泰2C購01
040804.TW,長榮國泰2C購01
040805.TW,長榮國泰2C購02
040806.TW,微星富邦2C購01
040807.TW,全新富邦2A購01
040808.TW,南電富邦31購01
040809.TW,SGBR2X統一2C購04
04080U.TW,臺股指群益2A售10
040810.TW,為升統一32購01
040811.TW,華泰統一32購01
040812.TW,華邦電統一2B購01
040813.TW,正崴統一34購01
040814.TW,長榮統一2C購05
040815.TW,萬海統一2C購02
040816.TW,緯創統一2A購02
040817.TW,嘉澤統一32購01
040818.TW,世芯統一31購04
040819.TW,中磊統一32購01
04081P.TW,臺股指麥證29售03
04081U.TW,聯電元富28售01
040820.TW,穎崴統一2A購01
040821.TW,緯穎統一2B購01
040822.TW,台塑永豐2C購01
040823.TW,南亞永豐2C購01
040824.TW,生達永豐2B購01
040825.TW,允強永豐2C購01
040826.TW,金寶永豐2C購01
040827.TW,精英永豐31購01
040828.TW,聯強永豐2C購01
040829.TW,佳世達永豐2C購01
04082U.TW,聯電元富28售02
040830.TW,華碩永豐2C購01
040831.TW,微星永豐31購01
040832.TW,南亞科永豐2C購01
040833.TW,美律永豐2C購01
040834.TW,超豐永豐2C購01
040835.TW,興富發永豐2C購01
040836.TW,健和興永豐2C購01
040837.TW,嘉晶永豐2C購01
040838.TW,嘉澤永豐2C購01
040839.TW,大聯大永豐2B購01
04083U.TW,威盛元富2B售02
040840.TW,智伸科永豐2C購01
040841.TW,立積永豐2B購01
040842.TW,中租永豐2C購01
040843.TW,上海銀永豐2C購01
040844.TW,力成永豐2C購01
040845.TW,晶碩永豐2A購01
040846.TW,志強永豐2C購01
040847.TW,振樺電永豐2C購01
040848.TW,南茂永豐2C購01
040849.TW,南亞凱基2C購01
04084U.TW,創意元富28售07
040850.TW,台達化凱基2B購01
040851.TW,中砂凱基2A購01
040852.TW,台玻凱基2C購01
040853.TW,裕隆凱基2B購02
040854.TW,光罩凱基2A購02
040855.TW,佳世達凱基2C購01
040856.TW,華碩凱基2A購03
040857.TW,超豐凱基2C購01
040858.TW,全新凱基2B購01
040859.TW,美食凱基2A購02
04085P.TW,T50反1元富27售08
04085U.TW,台灣50麥證29售02
040860.TW,奇鋐凱基2B購01
040861.TW,智易凱基2B購01
040862.TW,世芯凱基2C購03
040863.TW,世芯凱基2C購04
040864.TW,日月光凱基2A購01
040865.TW,日月光凱基2B購01
040866.TW,三福化凱基2A購01
040867.TW,中磊凱基2A購01
040868.TW,中磊凱基2B購02
040869.TW,中租凱基2C購01
04086U.TW,臺股指麥證29售04
040870.TW,上海銀凱基2C購01
040871.TW,力成凱基2C購01
040872.TW,元晶凱基31購01
040873.TW,愛普凱基2A購10
040874.TW,嘉基凱基2A購01
040875.TW,亞泥元大2A購01
040876.TW,台玻元大2A購01
040877.TW,鴻海元大2C購11
040878.TW,鴻海元大2C購12
040879.TW,台積電元大2B購19
04087P.TW,台達電凱基26售05
04087U.TW,聚陽元大28售03
040880.TW,台積電元大2C購05
040881.TW,聯強元大2A購01
040882.TW,佳世達元大2C購01
040883.TW,正崴元大2A購01
040884.TW,仲琦元大2A購01
040885.TW,偉詮電元大2A購01
040886.TW,美律元大2A購01
040887.TW,超豐元大2A購01
040888.TW,聯發科元大2B購09
040889.TW,聯發科元大2C購06
04088P.TW,台積電凱基2C售12
04088U.TW,第一銅元大28售02
040890.TW,強茂元大2A購02
040891.TW,強茂元大2C購01
040892.TW,嘉晶元大2A購01
040893.TW,奇鋐元大2B購03
040894.TW,奇鋐元大2C購03
040895.TW,華晶科元大2A購01
040896.TW,建漢元大2A購01
040897.TW,緯創元大2B購03
040898.TW,緯創元大2C購02
040899.TW,世芯元大2C購04
04089P.TW,南亞科凱基28售02
04089U.TW,裕隆元大28售07
040900.TW,日月光元大2C購02
040901.TW,智伸科元大2C購01
040902.TW,正文元大2A購02
040903.TW,嘉聯益元大2A購01
040904.TW,嘉聯益元大2A購02
040905.TW,力成元大2A購01
040906.TW,台郡元大31購01
040907.TW,緯穎元大2B購11
040908.TW,緯穎元大2B購12
040909.TW,力智元大2B購02
04090P.TW,宏達電元富27售02
04090U.TW,台積電元大28售30
040910.TW,南電元大2B購13
040911.TW,南電元大2C購06
040912.TW,振樺電元大31購01
040913.TW,亞泥群益2C購01
040914.TW,台塑群益2C購01
040915.TW,名軒群益2C購01
040916.TW,亞力群益2B購01
040917.TW,中化群益2B購01
040918.TW,台玻群益2C購01
040919.TW,允強群益2B購01
04091U.TW,台積電元大28售31
040920.TW,長榮鋼群益2C購01
040921.TW,長榮鋼群益2C購02
040922.TW,為升群益2B購01
040923.TW,金寶群益2C購01
040924.TW,仁寶群益2B購01
040925.TW,精英群益2C購01
040926.TW,旺宏群益2B購01
040927.TW,華邦電群益2B購01
040928.TW,聯強群益2A購01
040929.TW,南亞科群益2B購01
04092P.TW,祥碩凱基27售03
04092U.TW,台積電元大28售32
040930.TW,仲琦群益2B購01
040931.TW,美律群益2C購01
040932.TW,可成群益2C購01
040933.TW,興富發群益2C購01
040934.TW,長榮群益2A購06
040935.TW,榮運群益2C購01
040936.TW,健和興群益2C購01
040937.TW,嘉晶群益2C購01
040938.TW,智原群益2A購01
040939.TW,智原群益2C購01
04093P.TW,T50正2元富27售01
04093U.TW,玉晶光元大28售04
040940.TW,台勝科群益2B購01
040941.TW,永信群益2C購01
040942.TW,中磊群益2B購01
040943.TW,松翰群益2C購01
040944.TW,中租群益2C購01
040945.TW,嘉聯益群益2C購01
040946.TW,聯茂群益2A購01
040947.TW,台郡群益2C購01
040948.TW,樺漢群益2C購01
040949.TW,訊芯群益2C購01
04094P.TW,智邦元富26售01
04094U.TW,世芯元大28售04
040950.TW,志強群益2C購01
040951.TW,南茂群益2C購01
040952.TW,富邦媒群益2A購01
040953.TW,生達元富2A購02
040954.TW,台積電元富2A購05
040955.TW,美律元富34購01
040956.TW,永信元富2A購01
040957.TW,立積元富34購01
040958.TW,中租元富2A購01
040959.TW,康舒元富2A購01
04095U.TW,晶心科元大28售03
040960.TW,台玻麥證2A購01
040961.TW,金寶麥證2B購01
040962.TW,旺宏麥證2A購01
040963.TW,華邦電麥證2B購01
040964.TW,聯強麥證2A購01
040965.TW,微星麥證2C購01
040966.TW,可成麥證31購01
040967.TW,八方麥證2C購01
040968.TW,富邦金麥證2B購01
040969.TW,緯創麥證2A購03
04096U.TW,國巨國票28售02
040970.TW,中租麥證2C購01
040971.TW,上海銀麥證2B購01
040972.TW,嘉聯益麥證2B購01
040973.TW,力成麥證2B購01
040974.TW,啟碁麥證2A購01
040975.TW,士電中信2A購01
040976.TW,東元中信2A購01
040977.TW,亞德客中信2A購01
040978.TW,興勤中信2A購01
040979.TW,總太中信2A購01
04097U.TW,國巨國票29售03
040980.TW,揚明光中信2A購01
040981.TW,碩天中信2A購01
040982.TW,大眾控中信2A購01
040983.TW,上緯控中信2A購01
040984.TW,承業醫中信2B購01
040985.TW,康普中信2A購01
040986.TW,亞翔中信2A購01
040987.TW,華孚中信2A購01
040988.TW,華孚中信2B購01
040989.TW,美時兆豐2C購02
04098U.TW,瑞昱國票28售02
040990.TW,緯創兆豐2C購02
040991.TW,愛普兆豐2B購01
040992.TW,東元康和2A購01
040993.TW,智原康和2A購01
040994.TW,創意康和2A購03
040995.TW,華孚康和2A購01
040996.TW,愛普康和2A購01
040997.TW,東元元富31購01
040998.TW,友訊元富31購01
040999.TW,興勤元富31購01
04099U.TW,華擎國票29售02
041000.TW,總太元富2A購01
041001.TW,碩天元富2A購01
041002.TW,上緯控元富31購01
041003.TW,承業醫元富31購01
041004.TW,穎崴元富34購01
041005.TW,東元麥證2A購01
041006.TW,堤維西麥證2A購01
041007.TW,興勤麥證2A購01
041008.TW,TPK麥證2A購01
041009.TW,承業醫麥證2A購01
04100U.TW,啟碁國票29售02
041010.TW,士電元大2B購01
041011.TW,東元元大2B購01
041012.TW,東元元大2C購01
041013.TW,東元元大31購01
041014.TW,中興電元大2C購01
041015.TW,永冠元大2B購01
041016.TW,亞德客元大2B購01
041017.TW,茂矽元大2B購01
041018.TW,茂矽元大2C購01
041019.TW,凱美元大2B購01
04101U.TW,愛普國票28售03
041020.TW,威盛元大2B購08
041021.TW,興勤元大2B購01
041022.TW,興勤元大2C購01
041023.TW,全新元大2A購01
041024.TW,飛宏元大2B購01
041025.TW,立隆電元大2B購01
041026.TW,雲品元大2B購01
041027.TW,零壹元大2B購01
041028.TW,耀登元大2B購01
041029.TW,全科元大2B購01
04102U.TW,愛普國票29售02
041030.TW,創意元大2B購08
041031.TW,創意元大2C購07
041032.TW,世芯元大2B購03
041033.TW,眾達元大2C購01
041034.TW,訊連元大2A購01
041035.TW,虹堡元大2A購01
041036.TW,虹堡元大2C購01
041037.TW,虹堡元大31購01
041038.TW,界霖元大2B購01
041039.TW,華孚元大2A購01
04103U.TW,FBNQ2X群益28售04
041040.TW,華孚元大2A購02
041041.TW,華孚元大2A購03
041042.TW,華孚元大2A購04
041043.TW,華孚元大2B購01
041044.TW,華孚元大2C購01
041045.TW,華孚元大31購01
041046.TW,華孚元大34購01
041047.TW,瑞祺元大2A購01
041048.TW,愛普元大2B購03
041049.TW,洋基元大2A購01
04104U.TW,上銀群益2A售01
041050.TW,力智元大2B購03
041051.TW,視陽元大2A購01
041052.TW,至上元大2B購01
041053.TW,勤誠元大2A購01
041054.TW,巨大元大2A購01
041055.TW,臺股指元大2C購26
041056.TW,臺股指元大2C購27
041057.TW,臺股指元大2C購28
041058.TW,臺股指元大31購13
041059.TW,臺股指元大31購14
04105U.TW,華碩群益2A售01
041060.TW,臺股指元大31購15
041061.TW,臺股指元大31購16
041062.TW,士電統一31購01
041063.TW,東元統一2C購01
041064.TW,東元統一32購01
041065.TW,鉅祥統一2B購01
041066.TW,陽明統一2C購01
041067.TW,陽明統一2C購02
041068.TW,晶豪科統一32購01
041069.TW,智原統一33購01
04106U.TW,智易群益29售01
041070.TW,總太統一2B購01
041071.TW,總太統一2C購01
041072.TW,創意統一2C購07
041073.TW,創意統一32購02
041074.TW,華孚統一2B購01
041075.TW,華孚統一2C購01
041076.TW,華孚統一2C購02
041077.TW,華孚統一2C購03
041078.TW,華孚統一31購01
041079.TW,華孚統一31購02
04107P.TW,長榮航元大2A售01
04107U.TW,祥碩群益28售04
041080.TW,華孚統一31購03
041081.TW,華孚統一32購01
041082.TW,穎崴統一32購03
041083.TW,南電統一2C購03
041084.TW,S&P反1永豐2C購01
041085.TW,士電永豐2B購01
041086.TW,東元永豐2A購01
041087.TW,堤維西永豐2A購01
041088.TW,亞德客永豐2A購01
041089.TW,東鹼永豐2B購01
04108U.TW,康舒群益29售01
041090.TW,友訊永豐2B購01
041091.TW,英業達永豐2A購02
041092.TW,致茂永豐2A購01
041093.TW,興勤永豐2B購01
041094.TW,立隆電永豐2A購01
041095.TW,鉅祥永豐2A購01
041096.TW,八方永豐2B購02
041097.TW,總太永豐2A購01
041098.TW,揚明光永豐2B購01
041099.TW,碩天永豐2B購01
04109U.TW,愛普群益29售07
041100.TW,TPK永豐2A購01
041101.TW,大眾控永豐2A購01
041102.TW,上緯控永豐2B購01
041103.TW,承業醫永豐2B購01
041104.TW,承業醫永豐2C購01
041105.TW,正文永豐2C購01
041106.TW,亞翔永豐2A購01
041107.TW,華孚永豐2A購01
041108.TW,復盛永豐2A購01
041109.TW,洋基永豐2A購01
04110U.TW,上銀中信28售01
041110.TW,嘉基永豐2B購01
041111.TW,視陽永豐2A購01
041112.TW,至上永豐2A購01
041113.TW,勤誠永豐2A購01
041114.TW,巨大永豐2B購01
041115.TW,茂順永豐2B購01
041116.TW,茂矽群益2A購01
041117.TW,建準群益2A購02
041118.TW,偉詮電群益2A購01
041119.TW,聯發科群益2A購08
04111U.TW,華邦電中信28售02
041120.TW,聯發科群益2A購09
041121.TW,雲品群益2A購01
041122.TW,雲品群益2A購02
041123.TW,零壹群益2A購01
041124.TW,智原群益2C購02
041125.TW,總太群益2A購02
041126.TW,台耀群益2A購01
041127.TW,眾達群益2B購01
041128.TW,虹堡群益2B購01
041129.TW,華孚群益2A購01
04112U.TW,富邦金中信28售01
041130.TW,樺漢群益2A購02
041131.TW,瑞祺群益2A購01
041132.TW,巨大群益2A購01
041133.TW,東元凱基2A購01
041134.TW,東元凱基2B購01
041135.TW,東元凱基2C購01
041136.TW,中興電凱基2A購06
041137.TW,永冠凱基2B購01
041138.TW,永冠凱基2C購01
041139.TW,亞德客凱基2C購01
04113P.TW,聯發科元富27售04
04113U.TW,創意中信29售01
041140.TW,亞德客凱基2C購02
041141.TW,亞德客凱基32購01
041142.TW,茂矽凱基2A購01
041143.TW,茂矽凱基2A購02
041144.TW,茂矽凱基2C購01
041145.TW,興勤凱基2B購01
041146.TW,晶華凱基2A購05
041147.TW,晶豪科凱基2A購03
041148.TW,零壹凱基2B購01
041149.TW,創意凱基2A購10
04114U.TW,台灣50元富2B售01
041150.TW,創意凱基2B購08
041151.TW,晶睿凱基2A購03
041152.TW,世芯凱基31購02
041153.TW,眾達凱基2A購02
041154.TW,虹堡凱基2B購01
041155.TW,華孚凱基2A購01
041156.TW,華孚凱基2B購01
041157.TW,華孚凱基2B購02
041158.TW,華孚凱基2C購01
041159.TW,華孚凱基2C購02
04115P.TW,T50反1元富27售04
04115U.TW,台灣50元富2B售02
041160.TW,華孚凱基2C購03
041161.TW,瑞祺凱基2A購01
041162.TW,T50正2第一28購01
041163.TW,瑞祺凱基2C購01
041164.TW,瑞祺凱基31購01
041165.TW,臺股指凱基31購07
041166.TW,茂矽國票2B購01
041167.TW,凱美國票2B購01
041168.TW,仲琦國票2A購01
041169.TW,仲琦國票2B購01
04116P.TW,鴻海元富27售02
04116U.TW,創意元富28售08
041170.TW,興勤國票2B購01
041171.TW,益航國票2B購01
041172.TW,耀登國票2B購01
041173.TW,世芯國票31購02
041174.TW,乙盛國票2B購03
041175.TW,中磊國票2B購03
041176.TW,華孚國票2A購01
041177.TW,華孚國票2B購01
041178.TW,至上國票2B購01
041179.TW,士電國泰2C購01
04117U.TW,台勝科元富28售01
041180.TW,零壹國泰2C購01
041181.TW,虹堡國泰2C購01
041182.TW,中興電富邦31購01
041183.TW,友訊富邦2B購01
041184.TW,致茂富邦2B購01
041185.TW,TPK富邦2C購01
041186.TW,華孚富邦2C購01
041187.TW,T50反1中信34購01
041188.TW,英業達中信2B購01
041189.TW,創意中信2B購01
04118P.TW,南電元富26售02
04118U.TW,日月光元富28售01
041190.TW,矽力中信2A購01
041191.TW,巨大中信2A購01
041192.TW,大亞康和2A購01
041193.TW,南亞科康和2A購01
041194.TW,中信金康和2C購01
041195.TW,緯創康和2A購01
041196.TW,祥碩康和2C購01
041197.TW,東元永豐2B購01
041198.TW,美時永豐2B購01
041199.TW,立積永豐2C購02
04119U.TW,臺股指元富29售04
041200.TW,晶心科永豐2C購01
041201.TW,晶心科永豐31購01
041202.TW,創意第一2A購03
041203.TW,A50正2凱基2C購02
041204.TW,裕隆凱基2B購03
041205.TW,致茂凱基2A購01
041206.TW,凱美凱基2B購01
041207.TW,毅嘉凱基2A購01
041208.TW,毅嘉凱基2B購01
041209.TW,毅嘉凱基2C購01
04120U.TW,滬深2X凱基2A售09
041210.TW,飛宏凱基2A購02
041211.TW,宏達電凱基2A購08
041212.TW,晶華凱基2A購06
041213.TW,雲品凱基2A購01
041214.TW,耀登凱基2B購01
041215.TW,緯創凱基2A購04
041216.TW,緯創凱基2B購03
041217.TW,玉晶光凱基32購01
041218.TW,創意凱基2B購09
041219.TW,創意凱基2C購04
04121U.TW,滬深2X凱基2C售03
041220.TW,TPK凱基2A購01
041221.TW,立積凱基2A購02
041222.TW,眾達凱基2B購01
041223.TW,訊連凱基2A購01
041224.TW,帆宣凱基2C購01
041225.TW,迅得凱基2B購01
041226.TW,晶心科凱基2A購05
041227.TW,緯穎凱基2B購05
041228.TW,力智凱基2B購03
041229.TW,至上凱基2B購01
04122U.TW,技嘉凱基28售03
041230.TW,巨大凱基2A購01
041231.TW,T50反1兆豐37購01
041232.TW,國巨兆豐2B購01
041233.TW,聯發科兆豐2A購03
041234.TW,矽力兆豐2B購01
041235.TW,東元國票2A購01
041236.TW,毅嘉國票2B購01
041237.TW,鉅祥國票2C購01
041238.TW,雲品國票2A購01
041239.TW,立積國票2B購02
04123U.TW,友達凱基28售03
041240.TW,眾達國票2B購02
041241.TW,虹堡國票2A購01
041242.TW,愛普國票2C購01
041243.TW,永冠國泰2C購01
041244.TW,立隆電國泰2C購01
041245.TW,晶心科國泰2C購01
041246.TW,華新富邦2A購01
041247.TW,愛普富邦33購01
041248.TW,士電統一2C購01
041249.TW,東元統一2C購02
04124U.TW,聯發科凱基28售07
041250.TW,東元統一31購01
041251.TW,美時統一2C購01
041252.TW,美時統一2C購02
041253.TW,為升統一32購02
041254.TW,聯詠統一2A購02
041255.TW,欣興統一2C購05
041256.TW,欣興統一2C購06
041257.TW,玉晶光統一2C購03
041258.TW,晶睿統一2C購01
041259.TW,揚明光統一32購01
04125U.TW,大立光凱基28售04
041260.TW,碩天統一2B購01
041261.TW,碩天統一32購01
041262.TW,碩天統一33購01
041263.TW,碩天統一33購02
041264.TW,世芯統一34購01
041265.TW,承業醫統一2A購01
041266.TW,承業醫統一33購01
041267.TW,立積統一32購01
041268.TW,愛普統一31購03
041269.TW,緯穎統一32購01
04126U.TW,玉晶光凱基28售01
041270.TW,洋基統一32購01
041271.TW,S&P反1元大34購01
041272.TW,和大元大2A購01
041273.TW,美時元大2B購08
041274.TW,裕隆元大2B購03
041275.TW,台積電元大2B購20
041276.TW,台亞元大2A購03
041277.TW,毅嘉元大2A購01
041278.TW,毅嘉元大2A購02
041279.TW,飛宏元大2B購02
04127U.TW,南電凱基28售07
041280.TW,長榮元大2B購18
041281.TW,欣興元大2A購16
041282.TW,欣興元大2A購17
041283.TW,欣興元大2A購18
041284.TW,緯創元大2B購04
041285.TW,創意元大2A購15
041286.TW,創意元大2A購16
041287.TW,創意元大2B購09
041288.TW,世芯元大2B購04
041289.TW,眾達元大31購01
